1,11916,143
1,12059,143
1,12202,286
1,12488,214
1,12702,214
1,12916,143
1,13059,215
1,13274,285
1,13559,215
1,13774,214
1,13988,214
1,14202,214
1,14416,215
1,14631,285
1,14916,215
1,15131,214
1,15345,179
1,15524,178
1,15702,179
1,15881,107
1,15988,143
1,16131,178
1,16309,107
1,16416,143
1,16559,143
1,16702,107
1,16809,179
1,16988,143
1,17131,143
1,17274,178
1,17452,143
1,17595,107
1,17702,107
1,17809,179
1,17988,143
1,18131,107
1,18238,143
1,18381,107
1,18488,178
1,18666,143
1,18809,143
1,18952,143
1,19095,179
1,19274,107
1,19381,143
1,19524,142
1,19666,179
1,19845,107
1,19952,143
1,20095,143
1,20238,143
1,20381,107
1,20488,178
1,20666,108
1,20774,178
1,20952,107
1,21059,107
1,21166,143
1,21309,179
1,21488,107
1,21595,107
1,21702,179
1,21881,107
1,21988,143
1,22131,178
1,22309,107
1,22416,108
1,22524,178
1,22702,143
1,22845,107
1,22952,179
1,23131,143
1,23274,107
1,23381,178
1,23559,107
1,23666,108
1,23774,142
1,23916,143
1,24059,179
1,24238,107
1,24345,143
1,24488,178
1,24666,108
1,24774,142
1,24916,179
1,25095,107
1,25202,107
1,25309,179
1,25488,143
1,25631,107
1,25738,143
1,25881,143
1,26024,178
1,26202,107
1,26309,107
1,26416,143
1,26559,179
1,26738,143
1,26881,107
1,26988,143
1,27131,178
1,27309,143
1,27452,107
1,27559,143
1,27702,143
1,27845,107
1,27952,143
1,28095,143
1,28238,143
1,28381,143
1,28524,142
1,28666,108
1,28774,142
1,28916,108
1,29024,142
1,29166,108
1,29274,142
1,29416,108
1,29524,107
1,29631
2,1131,107
2,1238,678
2,1916,286
2,2202,214
2,2416,215
2,2631,214
2,2845,214
2,3059,215
2,3274,214
2,3488,286
2,3774,214
2,3988,286
2,4274,214
2,4488,286
2,4774,357
2,5131,214
2,5345,214
2,5559,215
2,5774,285
2,6059,215
2,6274,214
2,6488,143
2,6631,214
2,6845,214
2,7059,286
2,7345,286
2,7631,214
2,7845,286
2,8131,214
2,8345,214
2,8559,215
2,8774,214
2,8988,214
2,9202,286
2,9488,214
2,9702,214
2,9916,215
2,10131,214
2,10345,143
2,10488,214
2,10702,214
2,10916,215
2,11131,143
2,11274,214
2,11488,214
2,11702,286
2,11988,286
2,12274,142
2,12416,215
2,12631,214
2,12845,286
2,13131,214
2,13345,286
2,13631,214
2,13845,214
2,14059,215
2,14274,250
2,14524,178
2,14702,143
2,14845,179
2,15024,178
2,15202,214
2,15416,179
2,15595,143
2,15738,107
2,15845,179
2,16024,142
2,16166,108
2,16274,107
2,16381,143
2,16524,142
2,16666,179
2,16845,107
2,16952,107
2,17059,143
2,17202,143
2,17345,143
2,17488,143
2,17631,107
2,17738,107
2,17845,107
2,17952,143
2,18095,107
2,18202,143
2,18345,179
2,18524,107
2,18631,107
2,18738,143
2,18881,107
2,18988,143
2,19131,107
2,19238,178
2,19416,143
2,19559,143
2,19702,107
2,19809,107
2,19916,143
2,20059,143
2,20202,143
2,20345,179
2,20524,107
2,20631,178
2,20809,107
2,20916,108
2,21024,178
2,21202,143
2,21345,107
2,21452,179
2,21631,107
2,21738,107
2,21845,179
2,22024,142
2,22166,108
2,22274,107
2,22381,178
2,22559,107
2,22666,143
2,22809,179
2,22988,107
2,23095,143
2,23238,178
2,23416,108
2,23524,107
2,23631,178
2,23809,143
2,23952,143
2,24095,107
2,24202,179
2,24381,143
2,24524,107
2,24631,178
2,24809,143
2,24952,107
2,25059,107
2,25166,179
2,25345,107
2,25452,143
2,25595,179
2,25774,142
2,25916,143
2,26059,107
2,26166,108
2,26274,178
2,26452,143
2,26595,107
2,26702,143
2,26845,179
2,27024,142
2,27166,108
2,27274,142
2,27416,179
2,27595,143
2,27738,143
2,27881,107
2,27988,143
2,28131,143
2,28274,142
2,28416,143
2,28559,72
2,28631,143
2,28774,107
2,28881,107
2,28988,107
2,29095,107
2,29202,143
2,29345,107
2,29452,107
2,29559
3,1184,107
3,1291,483
3,1774,285
3,2059,215
3,2274,214
3,2488,214
3,2702,286
3,2988,214
3,3202,286
3,3488,143
3,3631,285
3,3916,215
3,4131,214
3,4345,286
3,4631,214
3,4845,143
3,4988,214
3,5202,214
3,5416,215
3,5631,285
3,5916,215
3,6131,285
3,6416,286
3,6702,214
3,6916,358
3,7274,214
3,7488,286
3,7774,214
3,7988,214
3,8202,214
3,8416,215
3,8631,285
3,8916,215
3,9131,214
3,9345,214
3,9559,286
3,9845,214
3,10059,215
3,10274,285
3,10559,215
3,10774,285
3,11059,286
3,11345,286
3,11631,214
3,11845,214
3,12059,215
3,12274,214
3,12488,214
3,12702,214
3,12916,215
3,13131,214
3,13345,143
3,13488,286
3,13774,214
3,13988,214
3,14202,143
3,14345,214
3,14559,179
3,14738,214
3,14952,214
3,15166,215
3,15381,178
3,15559,107
3,15666,143
3,15809,143
3,15952,143
3,16095,107
3,16202,143
3,16345,143
3,16488,107
3,16595,143
3,16738,143
3,16881,143
3,17024,142
3,17166,143
3,17309,107
3,17416,143
3,17559,215
3,17774,107
3,17881,143
3,18024,142
3,18166,143
3,18309,107
3,18416,143
3,18559,143
3,18702,143
3,18845,179
3,19024,178
3,19202,143
3,19345,143
3,19488,143
3,19631,107
3,19738,143
3,19881,107
3,19988,143
3,20131,143
3,20274,178
3,20452,107
3,20559,143
3,20702,143
3,20845,143
3,20988,143
3,21131,143
3,21274,142
3,21416,108
3,21524,142
3,21666,143
3,21809,143
3,21952,143
3,22095,107
3,22202,143
3,22345,143
3,22488,143
3,22631,107
3,22738,143
3,22881,143
3,23024,142
3,23166,143
3,23309,143
3,23452,143
3,23595,143
3,23738,143
3,23881,143
3,24024,142
3,24166,143
3,24309,143
3,24452,107
3,24559,179
3,24738,143
3,24881,107
3,24988,143
3,25131,143
3,25274,107
3,25381,143
3,25524,142
3,25666,179
3,25845,143
3,25988,107
3,26095,143
3,26238,143
3,26381,143
3,26524,142
3,26666,143
3,26809,143
3,26952,143
3,27095,107
3,27202,143
3,27345,143
3,27488,178
3,27666,143
3,27809,215
3,28024,142
3,28166,143
3,28309,143
3,28452,107
3,28559,143
3,28702,107
3,28809,143
3,28952,107
3,29059,143
3,29202,107
3,29309,107
3,29416,179
3,29595
